Title,Publication Number,Status,Country,File Year,Grant Year,Priority Year,Publication Year,Expiration Year,Ultimate Parent,Normalized Assignee,origin,fixed,floating,gravity-based,jacket,monopile,tripod,tripile,suction bucket,tlp,spar,semi-submersible,Region
Force transmission for wind turbines based on a floating,DE353362,Expired,DE,1922.0,1922.0,1922.0,1922.0,1942.0,Carl Schulthes,Carl Schulthes,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Device for controlling a moving yarn,DE1710089,Expired,DE,1967.0,,1966.0,1972.0,1987.0,Leesona Corp,Leesona Corp,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating yarn - in tubular knits using deflector and protective rods,DE2130136,Expired,DE,1971.0,,1971.0,1972.0,1991.0,Wirkmaschinenbau Karl Marx Veb,Wirkmaschinenbau Karl Marx Veb,True,False,False,False,False,False,False,False,False,False,False,False,Europe
,DE2262077,Expired,DE,1972.0,1974.0,1972.0,1974.0,1974.0,Klimm Kohlhage & Co,Klimm Kohlhage & Co,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Winding device for wire,DE2262077,Expired,DE,1972.0,1974.0,1972.0,1974.0,1978.0,Klimm Kohlhage & Co,"Klimm, Kohlhage & Co, 5870 Hemer",False,False,False,False,False,False,False,False,False,False,False,False,Europe
Spindle for a winding machine,DE2424187,Expired,DE,1974.0,1987.0,1973.0,1974.0,1987.0,Sanofi Sa,Rhone Poulenc Textile,False,True,False,False,False,False,False,False,False,False,False,False,Europe
,DE2424187,Expired,DE,1974.0,1987.0,1973.0,1987.0,1987.0,Sanofi Sa,Rhone Poulenc Textile,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Continuous indication of cable defects during winding - device using floating die in contact with electric switches,DE2507651,Expired,DE,1975.0,,1975.0,1976.0,1980.0,Diosgyoeri Gepgyar,Diosgyoeri Gepgyar,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind and wave driven power plant - has recirculating fresh water charge driven pneumatically by winds and waves,DE2514447,Expired,DE,1975.0,,1975.0,1976.0,1995.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind,DE2524360,Expired,DE,1975.0,,1975.0,1977.0,1979.0,Kling Gmbh,Kling Alberto,False,False,False,False,False,False,False,False,False,False,False,False,Europe
An apparatus for controlling the supply of fuel to an internal combustion engine of a motor vehicle,DE2542619,Expired,DE,1975.0,,1975.0,1977.0,1995.0,Kling Gmbh,Kling Alberto,False,False,False,False,False,False,False,False,False,False,False,False,Europe
"Storage of energy derived from sun, wind and waves - using windmills and solar cells mounted on ships stationed in tropics with energy stored in flywheels",DE2617023,Expired,DE,1976.0,1980.0,1976.0,1977.0,1980.0,Messerschmitt-boelkow-blohm Gmbh 8012 Ottobrunn De,Messerschmitt-boelkow-blohm Gmbh,True,False,False,False,False,False,False,False,False,False,False,False,Europe
,DE2617023,Expired,DE,1976.0,1980.0,1976.0,1980.0,1983.0,Messerschmitt-boelkow-blohm Gmbh 8012 Ottobrunn De,Messerschmitt-boelkow-blohm Gmbh,False,False,False,False,False,False,False,False,False,False,False,False,Europe
"A method for the retention of the edge on the coils in the case of the coils on a winding machine, in particular on an automatic cross yarn reserve formed of particles from the machine out of this method and apparatus for",DE2622300,Expired,DE,1976.0,,1975.0,1976.0,1982.0,Vyzk Ustav Pletarsky,Brno Vyzkumny Ustav Pletarsky,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Melt-spun filament winding - uses deflection rollers to draw out filaments and pass them back for winding between jet and roller,DE2633406,Expired,DE,1976.0,,1976.0,1978.0,1982.0,Barmag Barmer Mashinenfabrik,Barmag Barmer Maschf,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind and wave power plant - has bucket wheels with power transferred to flywheels connected to main shaft,DE2752892,Expired,DE,1977.0,,1977.0,1979.0,1982.0,Veecumseedevendra Hiralal,Veecumseedevendra Hiralal,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Device for the coupling, centering and driving annular pipes on ring spindles",DE2809827,Expired,DE,1978.0,1982.0,1977.0,1978.0,1982.0,Sanofi Sa,Anic Spa,False,False,False,False,False,False,False,False,False,False,False,False,Europe
,DE2809827,Expired,DE,1978.0,1982.0,1977.0,1982.0,1986.0,Sanofi Sa,Anic Spa,False,False,False,False,False,False,False,False,False,False,False,False,Europe
"Desalination of sea water - producing fresh water and salt from solar heat collectors, evaporators and wind power",DE2847519,Expired,DE,1978.0,,1978.0,1980.0,1984.0,Battelle Institut E V,Battelle Institut E V,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Combined wind and steam operated power station - formed on six-sided artificial island on sand-bank in open sea,DE2922715,Expired,DE,1979.0,,1979.0,1981.0,1984.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Sea tide, wind and wave power energy generator - uses high and low tidal power acting on immersed body and wind acting on windmill(s)",DE2923212,Expired,DE,1979.0,,1979.0,1980.0,1981.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind energy converter - has vertical work blades mounted on gas-filled hollow body rotating about pivot,DE2923517,Expired,DE,1979.0,,1979.0,1980.0,1985.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Continuous strip winding machine - has reciprocating roll with pulse generator and counter reversing roll travel at preset intervals,DE2934616,Expired,DE,1979.0,,1978.0,1980.0,1983.0,Masson Scott Thrissell Engineering Limited Thrissell Works Easton Road Bristol Bs5 Ohe England A British Company,Masson Scott Thrissell Engineering Limited A Corp Of Great Britain,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Holding device for a rotor blade,DE2937895,Expired,DE,1979.0,1986.0,1978.0,1980.0,1986.0,United Technologies Corporation,United Technologies Corp Hartford Conn Us,False,True,True,False,False,False,False,False,False,False,True,False,Europe
,DE2937895,Expired,DE,1979.0,1986.0,1978.0,1986.0,1988.0,United Technologies Corporation,United Technologies Corp Hartford Conn Us,False,True,True,False,False,False,False,False,False,False,True,False,Europe
Off-shore wind turbine - has mounting section with sea-bed supports and generator in space formed by vertical blades,DE2950347,Expired,DE,1979.0,,1979.0,1981.0,1982.0,Bueltzingsloewen Konrad Von,Bueltzingsloewen Konrad Von,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Floating energy machine for generator driven by wind power - has pair of parallel shafts with mechanism regulating blades into most favourable position w.r.t. wind,DE3003873,Expired,DE,1980.0,1983.0,1980.0,1981.0,1983.0,Deutsches Zentrum Fuer Luft- Und Raumfahrt E V,Deutsche Forschungs-und Versuchsanstalt Fur Luft-und Raumfahrt E.v.,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Floating energy machine for generator driven by wind power - has pair of parallel shafts with mechanism regulating blades into most favourable position w.r.t. wind,DE3003873,Expired,DE,1980.0,1983.0,1980.0,1983.0,1986.0,Deutsches Zentrum Fuer Luft- Und Raumfahrt E V,Deutsche Forschungs-und Versuchsanstalt Fur Luft-und Raumfahrt E.v.,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Wind power generating plant with turbine on floating support - has vertical shaft with layers of blades separated by horizontal partitions,DE3044824,Expired,DE,1980.0,,1980.0,1982.0,1983.0,Schlechtleodr-ing,Schlechtleodr-ing,True,False,True,False,False,False,False,False,False,False,False,False,Europe
"Method of splicing two ends of yarn, and device for carrying out this method",DE3062782,Expired,DE,1980.0,1983.0,1979.0,1983.0,1990.0,"Schweiter Maschinenfabrik Ag, Horgen-oberdorf, Ch","Schweiter Maschinenfabrik Ag, Horgen-oberdorf, Ch",False,True,False,False,False,False,False,False,False,False,False,False,Europe
Solar chimney power station,DE3636248,Expired,DE,1986.0,,1986.0,1988.0,1989.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind-power rotor,DE3636920,Expired,DE,1986.0,1994.0,1986.0,1988.0,1994.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind power station,DE3637831,Expired,DE,1986.0,,1986.0,1987.0,1987.0,Knauerwilhelm,Knauerwilhelm,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Fibre winding machine for producing composite articles from plastic and fibres,DE3735778,Expired,DE,1987.0,1995.0,1987.0,1989.0,1995.0,Baer Ag,Baer Maschinenfabrik Josef,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Fiber winding machine for the production of composite bodies,DE3735778,Expired,DE,1987.0,1995.0,1987.0,1995.0,1999.0,Baer Ag,Baer Maschinenfabrik Josef,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Apparatus and method for utilising wind energy as a wind paddle pump,DE3742738,Expired,DE,1987.0,,1987.0,1989.0,1999.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Water vehicle, a paddle wheel for driving the vehicle, a floating harvesting device with a rope turning around its long axis, which the plants wind the wire.",DE3774544,Expired,DE,1987.0,1991.0,1986.0,1991.0,1995.0,"Desrosiers, Joseph Armand, Calgary, Alberta, Ca","Desrosiers, Joseph Armand, Calgary, Alberta, Ca",False,True,False,False,False,False,False,False,False,False,False,False,Europe
Large technical process for winning and wave energy at sea in every weather,DE3855104,Expired,DE,1988.0,1996.0,1987.0,1996.0,1998.0,"Schremp, Edward Jay, Alexandria, Va., Us","Schremp, Edward Jay, Alexandria, Va., Us",False,True,False,False,False,False,False,False,False,False,False,False,Europe
Electrolytic oxygen from windmill power improves fish environment - with hydrogen used in auxiliary energy supply motor,DE3915970,Expired,DE,1989.0,,1989.0,1990.0,1991.0,"Weber, Heinz-bert, 5210 Troisdorf, De","Weber, Heinz-bert, 5210 Troisdorf, De",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Ship with wind propulsion - has waterproof motors driving propellers between three hulls with central one longer than side hulls,DE4024126,Expired,DE,1990.0,,1990.0,1991.0,2006.0,"Husnik, Franz, 5912 Hilchenbach, De","Husnik, Franz, 5912 Hilchenbach, De",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Roll cutting and winding machine with continuous cutting of strips - has easy exchange of empty winding spools for fully wound spools,DE4116964,Expired,DE,1991.0,1994.0,1991.0,1992.0,1994.0,"Hans Heuser Maschinen- Und Messerfabrik Gmbh, 5630 Remscheid, De","Hans Heuser Maschinen- Und Messerfabrik Gmbh, 5630 Remscheid, De",True,False,True,False,False,False,False,False,False,False,False,False,Europe
Tidal generator adaptable to available topography - uses generator with propeller tethered to concrete base on sea-bed and always in direction of water flow,DE4125691,Expired,DE,1991.0,,1991.0,1993.0,1995.0,Doerpinghaus Ernst H,Doerpinghaus Ernst H,True,True,False,True,False,False,False,False,False,False,False,False,Europe
Centrifugal wind driven pump for raising water - has ascending tube supported by roller and sliding bearings,DE4205105,Expired,DE,1992.0,,1992.0,1992.0,1995.0,"Walter, Robert, 2080 Pinneberg, De","Walter, Robert, 2080 Pinneberg, De",True,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine,DE4317004,Expired,DE,1993.0,,1993.0,1995.0,1997.0,Lauermann Gerhard 1000 Berlin De,Lauermann Gerhard 1000 Berlin De,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Combined water-wave and wind-powered electric power generator,DE4423454,Expired,DE,1994.0,,1994.0,1996.0,1999.0,"Cramer, Friedrich, 2111 Heidenau","Cramer, Friedrich, 2111 Heidenau",True,True,False,False,True,False,False,False,False,False,False,False,Europe
"Device for coupling, centering and driving ring tubes on ring spindles",DE7806881,Expired,DE,1978.0,1984.0,1977.0,1984.0,1988.0,Sanofi Sa,Anic Spa,False,False,False,False,False,False,False,False,False,False,False,False,Europe
,DE8136950,Expired,DE,1981.0,1985.0,1981.0,1985.0,1991.0,Societe Humblot Grant Alexander,"Humblot, Bernard, Bazemont, Fr",False,False,False,False,False,False,False,False,False,False,False,False,Europe
Hurricane protection of wind turbines,DE10023324,Expired,DE,2000.0,2007.0,2000.0,2001.0,2007.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Fixed positioning of functional units on or in the water,DE10034847,Expired,DE,2000.0,,2000.0,2002.0,2007.0,Maierform Maritime Technology Gmbh,Maierform Maritime Technology Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine plant especially off-shore has individual turbines connected by cables with gondola for access,DE10051513,Expired,DE,2000.0,,2000.0,2002.0,2007.0,Enercon Gmbh,Wobben Aloys,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Wind-powered drive for float body, e.g. surfboard, boat or float; has wind wheel connected to vertical axle, to transmit rotation to drive shaft for screw propeller with holder element for float body",DE10053920,Expired,DE,2000.0,,2000.0,2001.0,2003.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Process for regulating and smoothing the power output of an offshore power station e.g. wind farm comprises converting stored hydrogen and oxygen or air enriched with oxygen into electrical,DE10055973,Expired,DE,2000.0,,2000.0,2002.0,2003.0,Abb Ltd,Abb Research Ltd,True,False,True,False,False,False,False,False,False,False,False,False,Europe
"Foundations for offshore wind power installation consists of tubes rammed into ocean bed and support frame, with intermediate joints to permit movement of frame in all directions",DE10061916,Expired,DE,2000.0,2007.0,2000.0,2002.0,2007.0,"Hansen, Hans, 2300 Kiel, De","Hansen, Conrad, 2300 Kiel, De",False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Construction method for erecting tower on bed of water body, e.g. for wind turbine, comprises stacking prefabricated parts on top of concrete foundation",DE10100047,Expired,DE,2001.0,,2001.0,2002.0,2004.0,,,True,True,False,True,False,False,False,False,False,False,False,False,Europe
"Wind- and wave-power driven buoy, has darrieus wind wheel mounted on upper face of buoy",DE10102023,Expired,DE,2001.0,,2001.0,2002.0,2003.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind-powered energy plant for water desalination has mechanical energy provided by rotor used for driving pressure pump for reverse osmosis system,DE10105181,Expired,DE,2001.0,2002.0,2001.0,2002.0,2012.0,Aerodyn Eng Gmbh,Aerodyn Engineering Ges Mbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Off-shore wind turbine,DE10109428,Expired,DE,2001.0,,2001.0,2002.0,2006.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Floating vane wind power system has vane guided in at least two guides on each side, especially slide rails, mechanism containing control rods movable up/down via elevator horn",DE10118407,Expired,DE,2001.0,2006.0,2000.0,2002.0,2006.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating wing wind turbine,DE10118407,Expired,DE,2001.0,2006.0,2000.0,2006.0,2011.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Access device for off-shore wind generators has slide movable along rails fitted on tower in order to raise and lower service boat,DE10129813,Expired,DE,2001.0,,2001.0,2003.0,2008.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Method and device for speed-adjustable power electronic control of a gearless wind turbine,DE10134883,Expired,DE,2001.0,,2001.0,2003.0,2005.0,Abb Ltd,A B B Research Ltd.,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Wind energy installation, comprises generation of electricity which is then used to carry out physical or chemical processes",DE10138431,Expired,DE,2001.0,,2001.0,2003.0,2004.0,,,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Floating lifting platform for the transport of offshore wind turbines,DE10162225,Expired,DE,2001.0,,2001.0,2003.0,2013.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
System for transporting and setting up offshore wind turbines,DE10162226,Expired,DE,2001.0,,2001.0,2003.0,2009.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
System for the transportation and construction of offshore wind turbines,DE10163538,Expired,DE,2001.0,2004.0,2001.0,2003.0,2004.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Device and method for transporting and installing offshore wind turbines,DE10163538,Expired,DE,2001.0,2004.0,2001.0,2004.0,2013.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Salvage process for ship involves tugboat or vehicle pulling cable past windmill tower in contact with it,DE10164128,Expired,DE,2001.0,2005.0,2001.0,2002.0,2005.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
A method for recovering a stricken vessel and apparatus for carrying out the method,DE10164128,Expired,DE,2001.0,2005.0,2001.0,2005.0,2017.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Facility for transporting and installing offshore wind energy plants uses a working pontoon to lift, transfer and deposit heavy structures.",DE10201040,Expired,DE,2002.0,,2002.0,2003.0,2007.0,"Petzold, Andreas, 23909 Ratzeburg, De","Petzold, Andreas, 23909 Ratzeburg, De",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine,DE10205988,Expired,DE,2002.0,2006.0,2002.0,2003.0,2006.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind farm,DE10206495,Expired,DE,2002.0,,2002.0,2003.0,2005.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Transport means,DE10233227,Expired,DE,2002.0,,2002.0,2004.0,2008.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Foundation for hydraulic structures,DE10239278,Expired,DE,2002.0,2004.0,2002.0,2004.0,2004.0,Stump Spezialtiefbau Gmbh,Stump Spezialtiefbau Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Caisson on piles as an offshore foundation for wind turbines,DE10302294,Expired,DE,2003.0,,2002.0,2004.0,2006.0,Ed. Zueblin Ag,Ed. Zueblin Ag,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind power plant,DE10308499,Expired,DE,2003.0,,2003.0,2004.0,2005.0,Enercon Gmbh,Wobben Aloys,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Method for constructing a wind energy plant, wind energy plant",DE10310036,Active,DE,2003.0,,2003.0,2004.0,2023.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Foundation for offshore wind turbines,DE10310708,Expired,DE,2003.0,,2003.0,2004.0,2006.0,"Mahlke, Alexander, Dr., 18057 Rostock, De","Mahlke, Alexander, Dr., 18057 Rostock, De",True,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind power offshore facility for converting wind energy has a systems mast with maintenance access via an underwater docking station linked to an access ascent shaft,DE10315135,Expired,DE,2003.0,,2003.0,2004.0,2005.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Erection device for a wind energy installation has a mast, a transport platform, a mounting unit, a supporting structure and deflection pulleys",DE10332382,Expired,DE,2003.0,2006.0,2003.0,2005.0,2006.0,Schiffahrtskontor Altes Land Gmbh & Co,Schiffahrtskontor Altes Land Gmbh & Co,False,False,False,False,False,False,False,False,False,False,False,False,Europe
"Set-up device for a wind energy plant, watercraft for transporting a stand-up device and method for setting up an off-shore wind energy plant",DE10332382,Expired,DE,2003.0,2006.0,2003.0,2006.0,2015.0,Schiffahrtskontor Altes Land Gmbh & Co,Schiffahrtskontor Altes Land Gmbh & Co,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore windmill for generation of electricity has floating vertical tower with anchor connection and ballast at bottom and has valve to allow flooding and sinking to protect windmill during gale,DE10337278,Expired,DE,2003.0,,2003.0,2005.0,2006.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Anchoring device for off-shore wind-powered energy plant using anchoring lines attached to foundation provided as vertically aligned elongate float body,DE10337997,Expired,DE,2003.0,2005.0,2003.0,2005.0,2005.0,,,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Fastening device for an offshore wind energy plant,DE10337997,Expired,DE,2003.0,2005.0,2003.0,2005.0,2013.0,,,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Foundation for an offshore wind energy plant,DE10349109,Expired,DE,2003.0,2008.0,2003.0,2005.0,2008.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Deep sea water reverse osmosis desalination plant has outer membrane,DE19647358,Expired,DE,1996.0,,1996.0,1998.0,2000.0,"Graef, Walter, 30880 Laatzen, De","Graef, Walter, 30880 Laatzen, De",True,True,False,False,False,False,False,False,False,False,False,False,Europe
Plant for wind energy power system with secure supply,DE19805667,Expired,DE,1998.0,,1998.0,1999.0,2005.0,Meyer Ltd Geo J,Meyer Ltd Geo J,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Prevention of salt ingress in offshore wind turbine generators comprises pressurizing generator housing,DE19859628,Expired,DE,1998.0,2000.0,1998.0,2000.0,2004.0,Aerodyn Eng Gmbh,Aerodyn Engineering Ges Mbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Method for laying electrical cables from a first offshore wind turbine to a second offshore wind turbine,DE19860211,Expired,DE,1998.0,2000.0,1998.0,2000.0,2004.0,Aerodyn Eng Gmbh,"Aerodyn Energiesysteme Gmbh, 24768 Rendsburg, De",True,True,False,False,False,False,False,False,False,False,False,False,Europe
Method of operating offshore wind turbine involves controlling turbine if loads exceed a set value to limit forces on pylon,DE19860215,Expired,DE,1998.0,2000.0,1998.0,2000.0,2005.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Electric machine, in particular three-phase machine",DE19919040,Expired,DE,1999.0,2002.0,1999.0,2000.0,2002.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Synchronous or asynchronous machine for large wind turbines,DE19919040,Expired,DE,1999.0,2002.0,1999.0,2002.0,2004.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Landing bridge,DE19946899,Expired,DE,1999.0,2004.0,1999.0,2001.0,2004.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Offshore winder energy plant,DE19946899,Expired,DE,1999.0,2004.0,1999.0,2004.0,2019.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine,DE19952460,Expired,DE,1999.0,,1999.0,2001.0,2002.0,Schiller Ag,Schiller Ag,True,False,False,False,False,False,False,False,False,False,False,False,Europe
"Floating crane, in particular for the transportation and installation of complete wind turbines in the sea",DE20010086,Expired,DE,2000.0,2000.0,2000.0,2000.0,2003.0,"Kusan, Kresimir, Dipl.-ing., 2850 Bremerhaven","Kusan, Andre, 2850 Bremerhaven, De",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Fixed positioning of functional units on or in the water,DE20100474,Expired,DE,2001.0,2001.0,2000.0,2001.0,2007.0,Maierform Maritime Technology Gmbh,Maierform Maritime Technology Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Off-shore wind turbine,DE20100588,Expired,DE,2001.0,2001.0,2001.0,2001.0,2004.0,"Briese, Remmer","Briese, Remmer",True,True,False,False,True,False,False,False,False,False,False,False,Europe
Off-shore wind turbine,DE20103421,Expired,DE,2001.0,2001.0,2001.0,2001.0,2004.0,"Briese, Remmer","Briese, Remmer",True,True,False,False,False,False,False,False,False,False,False,False,Europe
Foundation for an offshore wind turbine,DE20109981,Expired,DE,2001.0,2001.0,2001.0,2001.0,2010.0,"Hansen, Hans, 2300 Kiel, De","Hansen, Conrad, 2300 Kiel, De",True,True,False,False,False,False,False,False,False,False,False,False,Europe
Buoyancy bodies for floating and semi-floating wind farms,DE20111441,Expired,DE,2001.0,2001.0,2001.0,2001.0,2005.0,"Schedl, Konrad","Schedl, Konrad",True,False,True,False,False,False,False,False,False,False,False,False,Europe
Wind power unit for offshore locations has floating wind units which are rotatable about wind unit fixed to sea bed,DE20209000,Expired,DE,2002.0,2003.0,2002.0,2003.0,2006.0,Kusan Kristian,Kusan Kristian,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Vehicle for supplying offshore wind energy systems is pressure-tight underwater vehicle with device for pressure-tight coupling to entrance provided on wind energy system,DE20210407,Expired,DE,2002.0,2003.0,2002.0,2003.0,2012.0,Geo Gesellschaft Fuer Energie Und Oekologie Mbh,Geo Gesellschaft Fuer Energie Und Oekologie Mbh,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine,DE20310089,Expired,DE,2003.0,2004.0,2003.0,2004.0,2013.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Translating device for translating persons and / or loads of ships to an offshore platform,DE20313550,Expired,DE,2003.0,2004.0,2003.0,2004.0,2010.0,Teupen Maschbau Gmbh,Teupen Maschinenbau Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Floating wind turbine for the generation, storage and consumption of electrical energy",DE29908897,Expired,DE,1999.0,1999.0,1999.0,1999.0,2002.0,Kusan Kristian,Kusan Kristian,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Offshore wind power plant,DE50008902,Expired,DE,2000.0,2005.0,2000.0,2005.0,2017.0,General Electric Company,Gen Electric,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind farm,DE50109899,Active,DE,2001.0,2006.0,2000.0,2006.0,2021.0,Enercon Gmbh,Wobben Aloys,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Transport device for gondola units of offshore wind turbines and associated method,DE50206311,Expired,DE,2002.0,2006.0,2002.0,2006.0,2013.0,,,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Offshore windpark,DE50304221,Active,DE,2003.0,2006.0,2002.0,2006.0,2023.0,Enercon Gmbh,Wobben Aloys,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Translation device for translating persons and / or loads of ships to an offshore platform,DE50304236,Expired,DE,2003.0,2006.0,2003.0,2006.0,2010.0,Teupen Maschbau Gmbh,B. Teupen Maschinenbau Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method for operating an offshore wind energy plant,DE59908302,Expired,DE,1999.0,2004.0,1998.0,2004.0,2019.0,Multibird Gmbh,"Multibrid Gmbh, 27572 Bremerhaven, De",True,False,False,False,False,False,False,False,False,False,False,False,Europe
Offshore wind turbine with liquid cooling,DE60015327,Expired,DE,2000.0,2004.0,1999.0,2004.0,2005.0,Vestas Wind Systems A/s,Neg Micon A/s,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Method for controlling a thread winding machine with a spool drive,DE69505723,Expired,DE,1995.0,1998.0,1994.0,1998.0,2015.0,"Toray Industries, Inc.",Toray Engineering Co,False,True,True,False,False,False,False,False,False,False,False,False,Europe
Offshore wind / wave energy transformer,DE69520214,Expired,DE,1995.0,2001.0,1994.0,2001.0,2015.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Doppeltradwindkraftturbine,DE69620081,Expired,DE,1996.0,2002.0,1995.0,2002.0,2005.0,,,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Windanzeiger,DE69716514,Expired,DE,1997.0,2002.0,1996.0,2002.0,2003.0,,,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine,DE102004005179,Expired,DE,2004.0,2006.0,2004.0,2005.0,2006.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine,DE102004005543,Expired,DE,2004.0,,2004.0,2005.0,2006.0,Siemens Ag,Siemens Ag,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind turbine with a tower,DE102004033681,Expired,DE,2004.0,,2004.0,2006.0,2007.0,Enercon Gmbh,Wobben Aloys,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Rescue capsule for wind turbines,DE102004037458,Active,DE,2004.0,,2004.0,2006.0,2024.0,Senvion Se,Senvion Se,True,True,False,False,False,False,False,False,False,False,False,False,Europe
Foundation platform for offshore wind turbine in sea depths of 30 to 50 metres,DE102004042066,Expired,DE,2004.0,2006.0,2004.0,2006.0,2006.0,Dong Energy Wind Power As,Dong Energy Wind Power As,True,True,False,False,False,False,False,False,False,False,False,False,Europe
